Cuntrycd,Stkcd,Stknme,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,Listdt,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
10,300383,光环新网,北京光环新网科技股份有限公司,"BEIJING SINNET TECHNOLOGY CO., LTD.",2,公用事业,L20,信息传播服务业,I65,软件和信息技术服务业,1999/1/27,2014/1/29,2014/1/29,CNY,37,38.3,CNY,13645,CNY,2014/1/21,1,2,A,,2017/4/27,,16
10,300384,三联虹普,北京三联虹普新合纤技术服务股份有限公司,"BEIJING SANLIAN HOPE SHIN-GOSEN TECHNICAL SERVICE CO.,LTD.",2,公用事业,K20,专业、科研服务业,M74,专业技术服务业,1999/10/12,2014/8/1,2014/8/1,CNY,29.66,30.66,CNY,13340,CNY,2014/7/24,1,2,N,,2017/7/25,,16
10,300385,雪浪环境,无锡雪浪环境科技股份有限公司,"WUXI XUELANG ENVIRONMENTAL TECHNOLOGY CO.,LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2001/2/12,2014/6/26,2014/6/26,CNY,14,14.73,CNY,20000,CNY,2014/6/18,1,2,A,,2017/4/27,,16
10,300386,飞天诚信,飞天诚信科技股份有限公司,"FEITIAN TECHNOLOGIES CO.,LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1998/6/16,2014/6/26,2014/6/26,CNY,32,33.13,CNY,23760,CNY,2014/6/18,1,2,A,,2017/4/27,,16
10,300387,富邦股份,湖北富邦科技股份有限公司,"HUBEI FORBON TECHNOLOGY CO.,LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2007/1/22,2014/7/2,2014/7/2,CNY,19.48,20.48,CNY,15250,CNY,2014/6/24,1,2,A,,2017/4/27,,16
10,300388,国祯环保,安徽国祯环保节能科技股份有限公司,"ANHUI GUOZHEN ENVIRONMENT PROTECTION TECHNOLOGY JOINT STOCK CO.,LIMITED.",2,公用事业,K99,其他社会服务业,N77,生态保护和环境治理业,1997/2/25,2014/8/1,2014/8/1,CNY,11.14,12.14,CNY,22060,CNY,2014/7/24,1,2,A,,2017/7/10,,16
10,300389,艾比森,深圳市艾比森光电股份有限公司,"SHENZHEN ABSEN OPTOELECTRONIC CO., LTD.",5,工业,G83,计算机及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2001/8/23,2014/8/1,2014/8/1,CNY,17.43,18.43,CNY,19660,CNY,2014/7/24,1,2,A,,2017/4/27,,16
10,300390,天华超净,苏州天华超净科技股份有限公司,"SuZhou TA&A Ultra Clean Technology Co.,LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,1997/11/13,2014/7/31,2014/7/31,CNY,7,8.47,CNY,19500,CNY,2014/7/23,1,2,A,,2017/4/27,,16
10,300391,康跃科技,康跃科技股份有限公司,"KANGYUE TECHNOLOGY CO., LTD.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001/12/24,2014/8/1,2014/8/1,CNY,8.84,9.84,CNY,16670,CNY,2014/7/24,1,2,A,,2017/4/27,,16
10,300392,腾信股份,北京腾信创新网络营销技术股份有限公司,BEIJING TENSYN DIGITAL MARKETING TECHNOLOGY JOINT STOCK COMPANY,2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,2001/12/6,2014/9/10,2014/9/10,CNY,25.1,26.1,CNY,16000,CNY,2014/8/29,1,2,A,,2017/4/27,,16
10,300393,中来股份,苏州中来光伏新材股份有限公司,"JOLYWOOD (SUZHOU) SUNWATT CO., LTD.",5,工业,C55,日用电子器具制造业,C39,计算机、通信和其他电子设备制造业,2008/3/7,2014/9/12,2014/9/12,CNY,15.42,16.42,CNY,29880,CNY,2014/8/28,1,2,A,,2017/4/27,,16
10,300394,天孚通信,苏州天孚光通信股份有限公司,"Suzhou TFC Optical Communication Co.,Ltd.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2005/7/20,2015/2/17,2015/2/17,CNY,20.41,21.41,CNY,18590,CNY,2015/2/10,1,2,A,,2017/4/27,,16
10,300395,菲利华,湖北菲利华石英玻璃股份有限公司,HUBEI FEILIHUA QUARTZ GLASS CO.LTD,5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1999/1/22,2014/9/10,2014/9/10,CNY,18.13,19.13,CNY,16200,CNY,2014/8/28,1,2,A,,2017/4/27,,16
10,300396,迪瑞医疗,长春迪瑞医疗科技股份有限公司,"DIRUI INDUSTRIAL CO.,LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1994/12/26,2014/9/10,2014/9/10,CNY,28.54,29.54,CNY,15340,CNY,2014/8/29,1,2,A,,2017/4/27,,16
10,300397,天和防务,西安天和防务技术股份有限公司,"XI'AN TIAN HE DEFENSE TECHNOLOGY CO.,LTD",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2004/5/8,2014/9/10,2014/9/10,CNY,23.05,24.05,CNY,30000,CNY,2014/8/28,1,2,A,,2017/4/27,,16
10,300398,飞凯材料,上海飞凯光电材料股份有限公司,"Shanghai Phichem Material Co.,Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002/4/26,2014/10/9,2014/10/9,CNY,17.15,18.15,CNY,20000,CNY,2014/9/24,1,2,A,,2017/6/29,,16
10,300399,京天利,北京无线天利移动信息技术股份有限公司,"BEIJING TIANLI MOBILE SERVICE INTEGRATION, INC.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2006/1/18,2014/10/9,2014/10/9,CNY,10.19,11.19,CNY,20000,CNY,2014/9/24,1,2,A,,2017/4/27,,16
10,300400,劲拓股份,深圳市劲拓自动化设备股份有限公司,"SHENZHEN JT AUTOMATION EQUIPMENT CO.,LTD",5,工业,C73,专用设备制造业,C35,专用设备制造业,2004/7/27,2014/10/10,2014/10/10,CNY,6.6,7.6,CNY,20000,CNY,2014/9/25,1,2,A,,2017/4/27,,16
10,300401,花园生物,浙江花园生物高科股份有限公司,"ZHEJIANG GARDEN BIO-CHEMICAL HIGH-TECH CO., LTD.",5,工业,C03,食品制造业,C14,食品制造业,2000/12/18,2014/10/9,2014/10/9,CNY,6.01,7.01,CNY,22700,CNY,2014/9/24,1,2,A,,2017/4/27,,16
10,300402,宝色股份,南京宝色股份公司,"NANJING BAOSE CO.,LTD",5,工业,C73,专用设备制造业,C35,专用设备制造业,1994/5/5,2014/10/10,2014/10/10,CNY,3.47,4.47,CNY,51000,CNY,2014/9/25,1,2,A,,2017/4/27,,16
10,300403,地尔汉宇,江门市地尔汉宇电器股份有限公司,"JIANGMEN IDEAR-HANYU ELECTRICAL JOINT-STOCK CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2002/11/26,2014/10/30,2014/10/30,CNY,18.3,19.3,CNY,34000,CNY,2014/10/23,1,2,A,,2017/4/27,,16
10,300404,博济医药,广州博济医药生物技术股份有限公司,"GUANGZHOU BOJI MEDICAL & BIOTECHNOLOGICAL CO., LTD.",2,公用事业,K20,专业、科研服务业,M73,研究和试验发展,2002/9/29,2015/4/24,2015/4/24,CNY,11.87,12.87,CNY,16670,CNY,2015/4/16,1,2,A,,2017/9/19,,16
10,300405,科隆股份,辽宁科隆精细化工股份有限公司,"LIAONING KELONG FINE CHEMICAL CO.,LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002/3/21,2014/10/30,2014/10/30,CNY,15.45,16.45,CNY,17000,CNY,2014/10/23,1,2,A,,2017/4/27,,16
10,300406,九强生物,北京九强生物技术股份有限公司,"BEIJING STRONG BIOTECHNOLOGIES,INC.",5,工业,C81,医药制造业,C27,医药制造业,2001/3/29,2014/10/30,2014/10/30,CNY,13.32,14.32,CNY,31110,CNY,2014/10/23,1,2,A,,2017/4/27,,16
10,300407,凯发电气,天津凯发电气股份有限公司,"TIANJIN KEYVIA ELECTRIC CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/1/25,2014/12/3,2014/12/3,CNY,21.34,22.34,CNY,17000,CNY,2014/11/24,1,2,A,,2017/4/27,,16
10,300408,三环集团,潮州三环(集团)股份有限公司,"CHAOZHOU THREE-CIRCLE(GROUP) CO.,LTD",5,工业,G83,计算机及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1992/12/10,2014/12/3,2014/12/3,CNY,28.39,29.39,CNY,46000,CNY,2014/11/25,1,2,A,,2017/4/27,,16
10,300409,道氏技术,广东道氏技术股份有限公司,"GUANGDONG DOWSTONE TECHNOLOGY CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2007/9/21,2014/12/3,2014/12/3,CNY,16.3,17.3,CNY,16250,CNY,2014/11/24,1,2,A,,2017/6/13,,16
10,300410,正业科技,广东正业科技股份有限公司,"Guangdong Zhengye Technology Co., Ltd.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,1997/11/14,2014/12/31,2014/12/31,CNY,9.79,10.79,CNY,15000,CNY,2014/12/19,1,2,A,,2017/4/27,,16
10,300411,金盾股份,浙江金盾风机股份有限公司,"Zhejiang Jindun Fans Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2005/12/28,2014/12/31,2014/12/31,CNY,11.8,12.8,CNY,20000,CNY,2014/12/19,1,2,A,,2017/6/16,,16
10,300412,迦南科技,浙江迦南科技股份有限公司,"Zhejiang Canaan Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2008/12/15,2014/12/31,2014/12/31,CNY,12.6,13.6,CNY,13400,CNY,2014/12/19,1,2,A,,2017/4/27,,16
10,300413,快乐购,快乐购物股份有限公司,"HAPPIGO HOME SHOPPING CO.,LTD.",6,商业,H11,零售业,F52,零售业,2005/12/28,2015/1/21,2015/1/21,CNY,8.06,9.06,CNY,70000,CNY,2015/1/13,1,2,N,,2017/4/5,,16
10,300414,中光防雷,四川中光防雷科技股份有限公司,"SICHUAN ZHONGGUANG LIGHTNING PROTECTION TECHNOLOGIES CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2004/2/18,2015/5/13,2015/5/13,CNY,13.74,14.74,CNY,21070,CNY,2015/5/5,1,2,N,,2017/4/28,,16
10,300415,伊之密,广东伊之密精密机械股份有限公司,"GUANGDONG YIZUMI PRECISION MACHINEPY CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2002/7/17,2015/1/23,2015/1/23,CNY,12.32,13.32,CNY,30000,CNY,2015/1/14,1,2,A,,2017/4/27,,16
10,300416,苏试试验,苏州苏试试验集团股份有限公司,"SUZHOU SUSHI TESTING GROUP CO.,LTD.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,2007/12/29,2015/1/22,2015/1/22,CNY,10.48,11.48,CNY,15700,CNY,2015/1/15,1,2,A,,2017/4/27,,16
10,300417,南华仪器,佛山市南华仪器股份有限公司,"NANHUA INSTRUMENTS CO., LTD.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,1996/4/24,2015/1/23,2015/1/23,CNY,15.08,16.08,CNY,10200,CNY,2015/1/14,1,2,A,,2017/4/27,,16
10,300418,昆仑万维,北京昆仑万维科技股份有限公司,"Beijing Kunlun Tech Co., Ltd.",2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,2008/3/27,2015/1/21,2015/1/21,CNY,19.3,20.3,CNY,70000,CNY,2015/1/13,1,2,A,,2017/4/27,,16
10,300419,浩丰科技,北京浩丰创源科技股份有限公司,"BEIJING INTERACT TECHNOLOGY CO.,LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2005/12/28,2015/1/22,2015/1/22,CNY,27.81,28.81,CNY,10300,CNY,2015/1/15,1,2,A,,2017/4/27,,16
10,300420,五洋科技,徐州五洋科技股份有限公司,"Xuzhou Wuyang Technology Co.,Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001/6/22,2015/2/17,2015/2/17,CNY,7.27,8.27,CNY,20000,CNY,2015/2/10,1,2,A,,2017/7/24,,16
10,300421,力星股份,江苏力星通用钢球股份有限公司,"Jiangsu Lixing General Steel Ball Co.,Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2000/12/12,2015/2/17,2015/2/17,CNY,8.13,9.13,CNY,28000,CNY,2015/2/10,1,2,A,,2017/4/27,,16
10,300422,博世科,广西博世科环保科技股份有限公司,"Guangxi Bossco Environmental Protection Technology Co.,Ltd.",2,公用事业,K99,其他社会服务业,N77,生态保护和环境治理业,1999/4/13,2015/2/17,2015/2/17,CNY,9,10,CNY,15500,CNY,2015/2/10,1,2,A,,2017/4/27,,16
10,300423,鲁亿通,山东鲁亿通智能电气股份有限公司,SHANDONG LUYITONG INTELLIGENT ELECTRIC PLC.,5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2003/12/11,2015/2/17,2015/2/17,CNY,9.3,10.3,CNY,22000,CNY,2015/2/10,1,2,A,,2017/7/31,,16
10,300424,航新科技,广州航新航空科技股份有限公司,"GUANGZHOU HANGXIN AVIATION TECHNOLOGY CO., LTD.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,2005/11/23,2015/4/22,2015/4/22,CNY,10.68,11.68,CNY,33270,CNY,2015/4/14,1,2,A,,2017/4/27,,16
10,300425,环能科技,环能科技股份有限公司,"Scimee Sci.&Tech. Co.,Ltd",5,工业,C73,专用设备制造业,C35,专用设备制造业,2002/5/24,2015/2/16,2015/2/16,CNY,14.21,15.21,CNY,18000,CNY,2015/2/9,1,2,A,,2017/4/27,,16
10,300426,唐德影视,浙江唐德影视股份有限公司,"Zhejiang Talent Television & Film Co., Ltd.",2,公用事业,L10,广播电影电视业,R86,广播、电视、电影和影视录音制作业,2006/10/30,2015/2/17,2015/2/17,CNY,21.83,22.83,CNY,20000,CNY,2015/2/10,1,2,A,,2017/4/27,,16
10,300427,红相电力,厦门红相电力设备股份有限公司,XIAMEN RED PHASE INSTRUMENTS INC.,5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2005/7/29,2015/2/17,2015/2/17,CNY,9.46,10.46,CNY,22170,CNY,2015/2/10,1,2,A,,2017/6/22,,16
10,300428,四通新材,河北四通新型金属材料股份有限公司,"HEBEI SITONG NEW METAL MATERIAL CO., LTD.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1998/7/28,2015/3/19,2015/3/19,CNY,13.71,14.71,CNY,20200,CNY,2015/3/11,1,2,A,,2017/4/27,,16
10,300429,强力新材,常州强力电子新材料股份有限公司,"CHANGZHOU TRONLY NEW ELECTRONIC MATERIALS CO., LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1997/11/22,2015/3/24,2015/3/24,CNY,14.89,15.89,CNY,20000,CNY,2015/3/12,1,2,A,,2017/4/27,,16
10,300430,诚益通,北京诚益通控制工程科技股份有限公司,"BEIJING CHIEFTAIN CONTROL ENGINEERING TECHNOLOGY CO., LTD.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,2003/7/22,2015/3/19,2015/3/19,CNY,17.91,18.91,CNY,15200,CNY,2015/3/11,1,2,A,,2017/4/27,,16
10,300431,暴风集团,暴风集团股份有限公司,"Baofeng Group Co., Ltd.",2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,2007/1/18,2015/3/24,2015/3/24,CNY,6.14,7.14,CNY,30000,CNY,2015/3/12,1,2,N,,2017/7/19,,16
10,300432,富临精工,绵阳富临精工机械股份有限公司,"MIANYANG FULIN PRECISION MACHINING CO.,LTD.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,1997/11/10,2015/3/19,2015/3/19,CNY,12.97,13.97,CNY,30000,CNY,2015/3/11,1,2,A,,2017/4/27,,16
10,300433,蓝思科技,蓝思科技股份有限公司,"LENS TECHNOLOGY CO.,LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2006/12/21,2015/3/18,2015/3/18,CNY,21.99,22.99,CNY,67360,CNY,2015/3/10,1,2,A,,2017/4/27,,16
10,300434,金石东方,四川金石东方新材料设备股份有限公司,"SICHUAN GOLDSTONE ORIENT NEW MATERIAL EQUIPMENT CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2004/7/15,2015/4/24,2015/4/24,CNY,9.57,10.57,CNY,17000,CNY,2015/4/16,1,2,A,,2017/4/27,,16
10,300435,中泰股份,杭州中泰深冷技术股份有限公司,HANGZHOU ZHONGTAI CRYOGENIC TECHNOLOGY CORPORATION,5,工业,C71,普通机械制造业,C34,通用设备制造业,2006/1/18,2015/3/26,2015/3/26,CNY,13.73,14.73,CNY,20000,CNY,2015/3/18,1,2,A,,2017/4/27,,16
10,300436,广生堂,福建广生堂药业股份有限公司,"FUJIAN COSUNTER PHARMACEUTICAL CO., LTD.",5,工业,C81,医药制造业,C27,医药制造业,2001/6/28,2015/4/22,2015/4/22,CNY,20.47,21.47,CNY,17500,CNY,2015/4/14,1,2,A,,2017/7/27,,16
10,300437,清水源,河南清水源科技股份有限公司,"HENAN QING SHUI YUAN TECHNOLOGY CO., LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1995/6/8,2015/4/23,2015/4/23,CNY,9.53,10.53,CNY,16700,CNY,2015/4/15,1,2,A,,2017/4/27,,16
10,300438,鹏辉能源,广州鹏辉能源科技股份有限公司,"GUANGZHOU GREAT POWER ENERGY&TECHNOLOGY CO.,LTD",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2001/1/18,2015/4/24,2015/4/24,CNY,13.87,14.87,CNY,21000,CNY,2015/4/16,1,2,A,,2017/4/27,,16
10,300439,美康生物,美康生物科技股份有限公司,"Medicalsystem Biotechnology Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2003/7/22,2015/4/22,2015/4/22,CNY,26.51,27.51,CNY,28340,CNY,2015/4/14,1,2,A,,2017/4/27,,16
10,300440,运达科技,成都运达科技股份有限公司,"CHENGDU YUNDA TECHNOLOGY CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2006/3/10,2015/4/23,2015/4/23,CNY,20.7,21.7,CNY,28000,CNY,2015/4/15,1,2,A,,2017/8/29,,16
10,300441,鲍斯股份,宁波鲍斯能源装备股份有限公司,"NINGBO BAOSI ENERGY EQUIPMENT CO., LTD.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2008/5/28,2015/4/23,2015/4/23,CNY,8.81,9.81,CNY,21120,CNY,2015/4/15,1,2,A,,2017/4/27,,16
10,300442,普丽盛,上海普丽盛包装股份有限公司,"SHANGHAI PRECISE PACKAGING CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2007/6/27,2015/4/24,2015/4/24,CNY,18.17,19.17,CNY,25000,CNY,2015/4/16,1,2,A,,2017/4/27,,16
10,300443,金雷风电,山东莱芜金雷风电科技股份有限公司,"SHANDONG LAIWU JINLEI WIND POWER TECHNOLOGY CO.,LTD",5,工业,C73,专用设备制造业,C35,专用设备制造业,2006/3/24,2015/4/22,2015/4/22,CNY,30.94,31.94,CNY,14070,CNY,2015/4/14,1,2,A,,2017/4/27,,16
10,300444,双杰电气,北京双杰电气股份有限公司,"BEIJING SOJO ELECTRIC CO.,LTD",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2002/12/13,2015/4/23,2015/4/23,CNY,11.13,12.13,CNY,34486,CNY,2015/4/15,1,2,A,,2017/8/1,,16
10,300445,康斯特,北京康斯特仪表科技股份有限公司,BEIJING CONST INSTRUMENTS TECHNOLOGY INC.,5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,2004/9/20,2015/4/24,2015/4/24,CNY,17.12,18.12,CNY,10200,CNY,2015/4/14,1,2,A,,2017/4/27,,16
10,300446,乐凯新材,保定乐凯新材料股份有限公司,"Baoding Lucky Innovative Materials Co.,LTD",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2005/2/3,2015/4/23,2015/4/23,CNY,7.85,8.85,CNY,15400,CNY,2015/4/15,1,2,A,,2017/4/27,,16
10,300447,全信股份,南京全信传输科技股份有限公司,"NANJING QUANXIN CABLE TECHNOLOGY CO.,LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2001/9/29,2015/4/22,2015/4/22,CNY,11.91,12.91,CNY,20250,CNY,2015/4/14,1,2,A,,2017/5/8,,16
10,300448,浩云科技,浩云科技股份有限公司,"Haoyun Technologies Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2001/3/8,2015/4/24,2015/4/24,CNY,14.79,15.79,CNY,20000,CNY,2015/4/15,1,2,A,,2017/7/13,,16
10,300449,汉邦高科,北京汉邦高科数字技术股份有限公司,BEIJING HANBANG TECHNOLOGY CORP.,5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2004/10/9,2015/4/22,2015/4/22,CNY,16.76,17.76,CNY,17700,CNY,2015/4/13,1,2,A,,2017/7/13,,16
10,300450,先导智能,无锡先导智能装备股份有限公司,"WUXI LEAD INTELLIGENT EQUIPMENT CO.,LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2002/4/30,2015/5/18,2015/5/18,CNY,20.21,21.21,CNY,17000,CNY,2015/5/6,1,2,A,,2017/6/16,,16
10,300451,创业软件,创业软件股份有限公司,"B-SOFT CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1997/12/10,2015/5/14,2015/5/14,CNY,13.02,14.02,CNY,17000,CNY,2015/5/5,1,2,N,,2017/9/27,,16
10,300452,山河药辅,安徽山河药用辅料股份有限公司,"ANHUI SUNHERE PHARMACEUTICAL EXCIPIENTS CO., LTD.",5,工业,C81,医药制造业,C27,医药制造业,2001/4/27,2015/5/15,2015/5/15,CNY,13.96,14.96,CNY,11600,CNY,2015/5/5,1,2,A,,2017/4/27,,16
10,300453,三鑫医疗,江西三鑫医疗科技股份有限公司,"JIANG XI SANXIN MEDTEC CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1997/3/7,2015/5/15,2015/5/15,CNY,11.87,12.87,CNY,19860,CNY,2015/5/6,1,2,A,,2017/4/27,,16
10,300455,康拓红外,北京康拓红外技术股份有限公司,BEIJING CTROWELL TECHNOLOGY CORPORATION LIMITED,5,工业,G83,计算机及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2007/9/4,2015/5/15,2015/5/15,CNY,5.88,6.88,CNY,35000,CNY,2015/5/6,1,2,A,,2017/4/27,,16
10,300456,耐威科技,北京耐威科技股份有限公司,NAVTECH INC.,5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2008/5/15,2015/5/14,2015/5/14,CNY,13.01,14.01,CNY,21000,CNY,2015/5/6,1,2,A,,2017/4/27,,16
10,300457,赢合科技,深圳市赢合科技股份有限公司,"SHENZHEN YINGHE TECHNOLOGY CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2006/6/26,2015/5/14,2015/5/14,CNY,11.41,12.41,CNY,19500,CNY,2015/5/5,1,2,A,,2017/4/27,,16
10,300458,全志科技,珠海全志科技股份有限公司,"ALL WINNER TECHNOLOGY CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2007/9/19,2015/5/15,2015/5/15,CNY,11.73,12.73,CNY,40000,CNY,2015/5/6,1,2,A,,2017/4/27,,16
10,300459,金科文化,浙江金科文化产业股份有限公司,"Zhejiang Jinke Culture Industry Co., LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2007/6/12,2015/5/15,2015/5/15,CNY,6.84,7.84,CNY,26500,CNY,2015/5/5,1,2,A,,2017/9/13,,16
10,300460,惠伦晶体,广东惠伦晶体科技股份有限公司,"GUANGDONG FAILONG CRYSTAL TECHNOLOGY CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2002/6/25,2015/5/15,2015/5/15,CNY,5.43,6.43,CNY,42080,CNY,2015/5/5,1,2,A,,2017/4/27,,16
10,300461,田中精机,浙江田中精机股份有限公司,"TANAC AUTOMATION CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2003/7/9,2015/5/19,2015/5/19,CNY,6.92,7.92,CNY,16680,CNY,2015/5/11,1,2,A,,2017/9/26,,16
10,300462,华铭智能,上海华铭智能终端设备股份有限公司,"SHANGHAI HUAMING INTELLIGENT TERMINAL EQUIPMENT CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2001/8/9,2015/5/27,2015/5/27,CNY,13.25,14.25,CNY,17220,CNY,2015/5/19,1,2,N,,2017/4/21,,16
10,300463,迈克生物,迈克生物股份有限公司,"Maccura Biotechnology Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1994/10/20,2015/5/28,2015/5/28,CNY,26.96,27.96,CNY,46500,CNY,2015/5/19,1,2,A,,2017/5/3,,16
10,300464,星徽精密,广东星徽精密制造股份有限公司,"GUANGDONG SACA PRECISION MANUFACTURING CO., LTD.",5,工业,C69,金属制品业,C33,金属制品业,1994/11/11,2015/6/10,2015/6/10,CNY,9.2,10.2,CNY,20670,CNY,2015/6/2,1,2,A,,2017/9/29,,16
10,300465,高伟达,高伟达软件股份有限公司,"GLOBAL INFOTECH CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1998/11/23,2015/5/28,2015/5/28,CNY,10.26,11.26,CNY,33340,CNY,2015/5/20,1,2,A,,2017/5/11,,16
10,300466,赛摩电气,赛摩电气股份有限公司,"SAIMO ELECTRIC CO., LTD.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,1996/12/2,2015/5/28,2015/5/28,CNY,9.25,10.25,CNY,20000,CNY,2015/5/19,1,2,N,,2017/5/2,,16
10,300467,迅游科技,四川迅游网络科技股份有限公司,"SICHUAN XUN YOU NETWORK TECHNOLOGY CO., LTD.",2,公用事业,G8705,计算机网络开发、维护与咨询,I64,互联网和相关服务,2008/8/7,2015/5/27,2015/5/27,CNY,32.75,33.75,CNY,10000,CNY,2015/5/19,1,2,A,,2017/9/15,,16
10,300468,四方精创,深圳四方精创资讯股份有限公司,"SHENZHEN FORMS SYNTRON INFORMATION CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2003/11/21,2015/5/27,2015/5/27,CNY,17.76,18.76,CNY,25000,CNY,2015/5/19,1,2,A,,2017/4/27,,16
10,300469,信息发展,上海中信信息发展股份有限公司,"ZHONGXIN INFORMATION DEVELOPMENT INC., LTD. SHANGHAI",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1997/10/29,2015/6/11,2015/6/11,CNY,9.14,10.14,CNY,16700,CNY,2015/6/3,1,2,A,,2017/6/14,,16
10,300470,日机密封,四川日机密封件股份有限公司,"SICHUAN SUNNY SEAL CO., LTD.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1993/9/29,2015/6/12,2015/6/12,CNY,33.6,34.6,CNY,13340,CNY,2015/6/2,1,2,A,,2017/4/27,,16
10,300471,厚普股份,成都华气厚普机电设备股份有限公司,"CHENGDU HUAQIHOUPU HOLDING CO.,LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2005/1/7,2015/6/11,2015/6/11,CNY,53.01,54.01,CNY,17800,CNY,2015/6/3,1,2,A,,2017/4/27,,16
